ANBO,Western Toad,Anaxryus boreas,Amphibian,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
LICA,American Bullfrog,Lithobates catesbeisnu,Amphibian,Provincial,Exotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
PSRE,Northern Pacific Treefrog,Pseudacris regilla,Amphibian,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
RAAU,Northern Red-legged Frog,Rana aurora,Amphibian,Provincial,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
TAGR,Rough-skinned Newt,Taricha granulosa,Amphibian,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
