CAGO,Canada Goose,Branta canadensis,Waterfowl,Federal,Yellow,0,0,1,4,2,6,13,2,0,20,0,0,0,0,48,41.67%,,2,3,0,2,23,4,2,5,5,0,0,2
CAGU,California Gull,Larus californicus,Gull,Both,Blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00%,,1,0,0,0,0,0,0,0,0,0,0,0
CAJA,Canada Jay,Perisoreus canadensis,Corvid,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
CAQU,California Quail,Callipepla californica,Gamebird,Provincial,Exotic,0,0,12,3,6,3,22,1,0,12,0,0,0,0,59,20.34%,,0,0,0,0,4,32,10,8,2,0,2,1
CATE,Caspian Tern,Sterna caspia,Gull,Both,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
CAVI,Cassin's Vireo,Vireo cassinii,Small insectivore,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
CBCH,Chestnut-backed Chickadee,Parus rufescens,Small insectivore,Federal,Yellow,0,0,2,11,8,3,9,3,0,3,0,0,0,0,39,7.69%,,1,0,1,0,10,18,8,0,1,0,0,0
CEDW,Cedar Waxwing,Bombycilla cedrorum,Passerine,Federal,Yellow,0,0,0,4,2,5,3,1,0,2,0,0,0,0,17,11.76%,,0,0,0,0,0,3,3,4,3,2,2,0
CHSP,Chipping Sparrow,Spizella passerina,Passerine,Federal,Yellow,0,0,5,0,3,3,2,1,0,9,1,0,0,0,24,41.67%,,0,0,0,1,7,12,3,1,0,0,0,0
CHUK,Chukar,Alectoris chukar,Gamebird,Both,Exotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
CLNU,Clark's Nutcracker,Nucifraga columbiana,Corvid,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Small insectivore,Federal,Yellow,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,100.00%,,0,0,0,0,0,0,1,0,0,0,0,0
COGO,Common Goldeneye,Bucephala clangula,Pelagic,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
COHA,Cooper's Hawk,Accipiter cooperii,Raptor,Provincial,Yellow,0,0,0,1,0,1,1,2,0,2,0,0,0,0,7,28.57%,,0,1,1,1,0,0,1,2,0,0,0,1
COLO,Common Loon,Gavia immer,Pelagic,Federal,Yellow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.00%,,0,0,0,0,0,1,0,0,0,0,0,0
COME,Common Merganser,Mergus merganser,Pelagic,Federal,Yellow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00%,,0,0,0,0,0,1,0,0,0,0,0,0
COMU,Common Murre,Uria aalge,Pelagic,Both,Red,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,50.00%,,0,0,0,0,0,1,0,0,0,0,0,1
CONI,Common Nighthawk,Chordeiles minor,Small insectivore,Federal,Yellow,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.00%,,0,0,0,0,0,0,1,1,0,0,0,0
COPO,Common Poorwill,Phalaenoptilus nuttallii,Small insectivore,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
CORA,Common Raven,Corvus corax,Corvid,Both,Yellow,0,0,0,1,0,0,8,1,0,0,2,0,0,0,12,16.67%,,0,0,2,2,2,1,0,3,0,1,1,0
CORE,Common Redpoll,Carduelis flammea,Passerine,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
COTE,Common Tern,Sterna hirundo,Gull,Federal,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
COYE,Common Yellowthroat,Geothypis trichas,Small insectivore,Federal,Yellow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00%,,0,0,0,0,0,0,1,0,0,0,0,0
DCCO,Double-crested Cormorant,Phalacrocorax auritus,Pelagic,Both,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
DOWO,Downy Woodpecker,Dryobates pubescens,Woodpecker,Federal,Yellow,0,0,2,0,3,0,3,2,0,1,0,0,0,0,11,9.09%,,0,0,0,0,1,7,1,1,0,0,1,0
DUGR,Dusky Grouse,Dendragapus obscurus,Gamebird,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
DUNL,Dunlin,Calidris alpina,Shorebird,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
EAGR,Eared Grebe,Podiceps nigricollis,Pelagic,Both,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
ECDO,Eurasian Collared-Dove,Streptopelia decaocto,Passerine,Both,Exotic,0,0,0,0,0,4,8,0,0,5,0,0,0,0,17,29.41%,,0,0,1,0,1,3,3,3,5,1,0,0
EUST,European Starling,Sturnus vulgaris,Passerine,Both,Exotic,0,0,0,4,3,6,12,3,0,21,0,0,0,0,49,42.86%,,0,1,0,0,20,21,4,1,1,0,1,0
EUWI,Eurasian Wigeon,Anas penelope,Waterfowl,Federal,No status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
EVGR,Evening Grosbeak,Coccothraustes vespertinus,Passerine,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
FFSH,Flesh-footed Shearwater,Puffinus carneipes,Pelagic,Both,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
FOSP,Fox Sparrow,Passerella iliaca,Passerine,Federal,Yellow,0,0,2,4,5,2,6,3,0,7,0,0,0,0,29,24.14%,,0,3,1,1,0,0,0,0,8,7,7,2
FTSP,Fork-tailed Storm-Petrel,Oceanodroma furcata,Pelagic,Federal,Yellow,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.00%,,2,0,0,0,0,0,0,0,0,0,0,0
GADW,Gadwall,Anas strepera,Waterfowl,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
GBHE,Great Blue Heron fannini subspecies,Ardea herodias fannini,Heron,Both,Blue,0,0,1,1,0,6,4,1,0,2,0,0,0,0,15,13.33%,,0,0,0,1,0,4,3,5,1,0,0,1
GCKI,Golden-crowned Kinglet,Regulus satrapa,Small insectivore,Federal,Yellow,0,1,0,0,7,1,2,1,0,2,0,0,0,0,14,14.29%,,0,1,1,0,3,0,0,1,2,1,4,1
GCSP,Golden-crowned Sparrow,Zontrichia atricapilla,Passerine,Federal,Yellow,0,0,0,1,3,5,7,1,0,2,0,0,0,0,19,10.53%,,1,1,1,2,2,0,0,0,6,4,1,1
GHOW,Great Horned Owl,Bubo virginianus,Owl,Provincial,Yellow,0,0,0,2,0,2,1,2,0,0,1,0,0,0,8,12.50%,,0,0,0,1,1,1,0,1,2,2,0,0
GOEA,Golden Eagle,Aquila chrysaetos,Raptor,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
GRHE,Green Heron,Butorides virescens,Heron,Both,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
GRSC,Greater Scaup,Aythya marila,Pelagic,Federal,Yellow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00%,,0,1,0,0,0,0,0,0,0,0,0,0
GRYE,Greater Yellowlegs,Tringa melanoleuca,Shorebird,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
GULL,Larus sp.,Larus spp.,Gull,Federal,,0,0,2,2,5,24,46,13,0,57,0,0,0,0,149,38.26%,,8,8,10,8,5,6,10,59,13,3,11,8
GWFG,Greater White-fronted Goose,Anser albifrons,Waterfowl,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
GWGU,Glaucous-winged Gull,Larus glaucescens,Gull,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
GWTE,Green-winged Teal,Anas crecca,Waterfowl,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
GYRF,Gyrfalcon,Falco rusticolus,Raptor,Provincial,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
HADU,Harlequin Duck,Histrionicus histrionicus,Pelagic,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
HAFL,Hammond's Flycatcher,Empidonax hammondii,Small insectivore,Federal,Yellow,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0.00%,,0,0,0,0,0,0,0,0,1,1,0,0
HAWO,Hairy Woodpecker,Dryobates pubescens,Woodpecker,Federal,Yellow,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4,25.00%,,0,0,0,0,0,0,1,0,1,0,2,0
HEEG,Heermann's Gull,Larus heermanni,Gull,Federal,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
HETH,Hermit Thrush,Catharus guttatus,Passerine,Federal,Yellow,0,0,0,1,2,1,4,1,0,2,0,0,0,0,11,18.18%,,0,0,0,0,0,0,0,0,6,3,1,1
HOFI,House Finch,Carpodacus mexicanus,Passerine,Federal,Yellow,0,0,0,10,3,6,8,2,0,8,0,0,0,0,37,21.62%,,2,1,0,5,2,4,5,6,4,2,4,2
HOGR,Horned Grebe,Podiceps auritus,Pelagic,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
HOME,Hooded Merganser,Lophodytes cucullatus,Pelagic,Federal,Yellow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.00%,,0,0,0,0,1,0,0,0,0,0,0,0
HOSP,House Sparrow,Passer domesticus,Passerine,Both,Exotic,0,14,4,17,10,15,24,11,0,20,1,0,0,0,116,18.10%,,0,1,1,6,19,35,40,8,4,1,1,0
